client_code,product,push_notification
12,Премиальная карта,"Жанар, заметили ваши активные траты в ресторанах на сумму 152 496 ₸. Откройте премиальную карту и получайте кешбэк 2% на каждую покупку! Это ваша возможность экономить, даже когда баланс нулевой."
13,Премиальная карта,"Алина, вы активно тратите на рестораны — 98 140 ₸! С премиальной картой вы получите 2% кешбэка и сможете экономить на каждой траты. Откройте карту и начните зарабатывать на своих предпочтениях!"
14,Премиальная карта,"Диас, заметили ваши активные траты в ресторанах – 116 088 ₸! С премиальной картой вы получите кешбэк 2% на каждую покупку. Оформите карту и начните экономить уже сегодня!"
15,Премиальная карта,"Нурия, замечаем ваши траты в ресторанах на сумму 136 378 ₸. Премиальная карта обеспечит вам кешбэк 2% с каждой покупки. Оформите карту и начните получать выгоду от своих любимых мест!"
16,Кредитная карта,"Ерасыл, заметили, что у вас пока нет кредитной карты. А ведь она может принести вам 10% кешбэка на топ-категории и онлайн-сервисы! Оформите карту и начните экономить!"
17,Премиальная карта,"Жанель, у вас активные траты в ресторанах на сумму 145 114 ₸. Получите премиальную карту и начните зарабатывать кешбэк 2% на каждую покупку! Оформите карту и наслаждайтесь привилегиями!"
18,Кредитная карта,"Санжар, у вас пока нет активных трат, но кредитная карта может стать вашим помощником! Получите 10% кешбэк на покупки в топ-категориях и беспроцентный период. Оформите карту и начните экономить!"
19,Премиальная карта,"Азамат, заметили ваши активные траты в ресторанах на сумму 160 359 ₸. Откройте премиальную карту и получайте 2% кешбэка на каждую покупку. Это отличная возможность сэкономить!"
20,Премиальная карта,"Анель, заметили, что вы любите проводить время в ресторанах и уже потратили 176 370 ₸. Оформите премиальную карту и получайте 2% кешбэка на каждую трата! Это выгодно и просто."
21,Премиальная карта,"Павел, ваши траты в ресторанах составили 178 545 ₸. С премиальной картой вы можете получать кешбэк 2%! Оформите карту и наслаждайтесь привилегиями, которые ждут вас."
22,Премиальная карта,"Аружан, вы часто наслаждаетесь ресторанами на сумму 160 455 ₸. Зачем терять кешбэк? Оформите премиальную карту и получайте 2% возврата с каждой траты! Это просто!"
23,Премиальная карта,"Темирлан, вы активно тратите в ресторанах — уже 172 690 ₸! Откройте премиальную карту и получайте 2% кешбэка на каждую трата. Это отличная возможность сэкономить на любимых блюдах. Настройте свою карту уже сегодня!"
24,Премиальная карта,"Гульмира, заметили ваши активные траты в ресторанах — 182 179 ₸! С премиальной картой вы сможете получать 2% кешбэка. Оформите карту и начните экономить на любимых блюдах!"
25,Кредитная карта,"Адиль, заметили, что у вас пока нет кредитной карты. Откройте для себя возможность получать 10% кешбэк на топ-категории и онлайн-сервисы! Настройте свою карту и воспользуйтесь беспроцентным периодом."
26,Премиальная карта,"Маржан, ваши траты в ресторанах составили 152 684 ₸! Откройте премиальную карту и получайте кешбэк 2% на все покупки. Это отличный способ экономить на любимых блюдах!"
27,Кредитная карта,"Нурсултан, у вас ноль на балансе! Но не переживайте, с нашей кредитной картой вы получите 10% кешбэк на топ-категории и онлайн-сервисы. Откройте карту и начните зарабатывать уже сегодня!"
28,Премиальная карта,"Алтынай, ваши траты в ресторанах составили 157 515 ₸. Оформите премиальную карту и получайте кешбэк 2% на каждую покупку! Это отличный способ сэкономить на своих любимых блюдах!"
29,Кредитная карта,"Сая, у вас ноль на счету, но не беда! Оформите кредитную карту и получайте 10% кешбэк на свои любимые покупки. Беспроцентный период поможет не переживать о тратах. Давайте действовать!"
30,Кредитная карта,"Ербол, у вас пока ноль трат, но с кредитной картой можно получить 10% кешбэк на топ-категории и онлайн-сервисы! Откройте карту и воспользуйтесь беспроцентным периодом."
31,Премиальная карта,"Дамир, заметили ваши активные траты в ресторанах на сумму 176 440 ₸. Премиальная карта с кешбэком 2% поможет вам получать выгоду от каждого обеда или ужина. Оформите карту и начните экономить!"
32,Премиальная карта,"Алия, заметили ваши активные траты в ресторанах на сумму 392 578 ₸. С премиальной картой вы можете получать кешбэк 2%! Откройте карту и начните экономить на своих любимых местах!"
33,Кредитная карта,"Мерей, у вас пока ноль на счете, но с кредитной картой можно все изменить! Получите 10% кешбэк на топ-категории и онлайн-сервисы. Оформите карту и начните экономить уже сегодня!"
34,Кредитная карта,"Инкар, вы можете воспользоваться кредитной картой с 10% кешбэком на топ-категории и онлайн-сервисы. Это отличная возможность начать получать выгоду от своих покупок! Откройте карту уже сегодня!"
35,Премиальная карта,"Самат, вы активно тратите на рестораны – 369 385 ₸! Получите выгоду с премиальной картой: кешбэк 2% на ваши любимые места. Откройте карту и начните зарабатывать прямо сейчас!"
36,Кредитная карта,"Назым, у вас нулевой баланс, но с кредитной картой вы можете начать зарабатывать! Получите 10% кешбэк на любимые категории и онлайн-сервисы. Откройте карту и начните получать выгоду уже сегодня!"
37,Кредитная карта,"Гульнар, заметили, что ваш баланс составляет 0 ₸. Откройте кредитную карту и воспользуйтесь беспроцентным периодом, а также получите 10% кешбэк на ваши любимые категории. Оформите карту прямо сейчас!"
38,Премиальная карта,"Серик, ваши траты в ресторанах составили 353 972 ₸. Премиальная карта даст вам кешбэк 2% на все покупки! Оформите карту и начните экономить уже сегодня!"
39,Премиальная карта,"Ляззат, заметили ваши траты в ресторанах на уровне 166 219 ₸. Премиальная карта обеспечит вам 2% кешбэка, что приятно экономит! Откройте карту и начните получать выгоду от ваших расходов."
40,Кредитная карта,"Асхат, вы можете воспользоваться кредитной картой с 10% кешбэком на ваши любимые категории и онлайн-сервисы. Откройте для себя новые возможности с беспроцентным периодом!"
41,Премиальная карта,"Сандугаш, вы часто посещаете рестораны и тратите на это 172 563 ₸. Откройте премиальную карту и получайте 2% кешбэка с каждой покупки! Это поможет вам экономить и наслаждаться любимыми блюдами."
42,Кредитная карта,"Рустем, у вас нулевой баланс, но это не повод расстраиваться! Откройте кредитную карту и получите 10% кешбэк на топ-категории трат. Беспроцентный период поможет вам сэкономить. Оформить карту можно прямо сейчас!"
43,Кредитная карта,"Нуртас, вы можете воспользоваться кредитной картой с 10% кешбэком на любимые категории! Беспроцентный период поможет вам управлять финансами. Откройте свою карту и начните получать выгоду!"
44,Премиальная карта,"Айнагуль, заметили ваши траты в ресторанах на уровне 148 787 ₸. Получите 2% кешбэка с премиальной картой! Это отличная возможность вернуть часть денег за любимые блюда. Откройте карту и начните экономить уже сегодня!"
45,Кредитная карта,"Диана, у вас ноль на счёте, но это не беда! С кредитной картой вы можете получать 10% кешбэк на топ-категории и онлайн-сервисы. Откройте для себя новые возможности без переплат!"
46,Кредитная карта,"Арсен, у вас отличный шанс начать получать 10% кешбэк на ваши будущие покупки с нашей кредитной картой. Беспроцентный период сделает ваши траты ещё более выгодными. Откройте карту и наслаждайтесь преимуществами!"
47,Кредитная карта,"Камшат, у вас пока нет активных трат, но с кредитной картой вы можете получить 10% кешбэк на топ-категории и онлайн-сервисы! Откройте карту и начните экономить уже сейчас."
48,Премиальная карта,"Ержан, вы активно тратите в ресторанах, что может приносить вам кешбэк! Премиальная карта дает 2% возврата с ваших трат. Откройте ее и начните экономить на любимых блюдах уже сегодня!"
49,Премиальная карта,"Амина, ваши траты в ресторанах составили 201 264 ₸! Зачем оставлять деньги на столе? Откройте премиальную карту и получайте кешбэк 2% с каждой траты. Настройте её прямо сейчас!"
50,Премиальная карта,"Тимурлан, вы много тратите в ресторанах — 320 488 ₸! Получите 2% кешбэка с каждой покупки с нашей премиальной картой. Оформите карту и начните экономить уже сегодня!"
51,Премиальная карта,"Жанат, ваши траты в ресторанах составили 142 595 ₸. Откройте премиальную карту и получайте кешбэк 2% на каждую покупку! Это ваш шанс сэкономить на любимых блюдах. Настроить карту можно прямо сейчас!"
52,Премиальная карта,"Милана, вы активно тратите на рестораны, а это отличный повод открыть премиальную карту! Получите кешбэк 2% на каждую покупку и наслаждайтесь выгодами. Оформите карту уже сегодня!"
53,Премиальная карта,"Расул, заметили ваши активные траты в ресторанах — целых 184 108 ₸! С премиальной картой вы сможете получать 2% кешбэка. Оформите карту и начните экономить на ваших любимых обедах!"
54,Кредитная карта,"Виктория, вы пропустили возможность получать 10% кешбэк на топ-категории и онлайн-сервисы! Откройте кредитную карту и воспользуйтесь беспроцентным периодом для удобных покупок."
55,Премиальная карта,"Асель, вы активно тратите на рестораны, и это здорово! Откройте для себя нашу премиальную карту с кешбэком 2% на все ваши траты. Начните экономить уже сегодня!"
56,Премиальная карта,"Нуркен, вы тратите 180 372 ₸ в ресторанах, и могли бы получать кешбэк 2%! Откройте премиальную карту и начните зарабатывать на своих тратах уже сегодня. Ваши расходы могут приносить выгоду!"
57,Премиальная карта,"Жания, вы активно тратите на рестораны, а с нашей премиальной картой получите 2% кешбэка. Это возможность вернуть до 7 103 ₸! Оформите карту и начните экономить на своих любимых ужинах."
58,Премиальная карта,"Султан, вы активно тратите на рестораны — 147 668 ₸! Откройте премиальную карту и получайте кешбэк 2% с каждой покупки. Это отличная возможность сэкономить! Настройте свою карту прямо сейчас."
59,Премиальная карта,"Динара, замечаем ваши активные траты в ресторанах — 316 261 ₸! Откройте премиальную карту и получайте кешбэк 2% на все покупки. Это отличная возможность экономить на любимых блюдах!"
60,Премиальная карта,"Ермек, заметили ваши активные траты в ресторанах на сумму 183 046 ₸. Откройте премиальную карту и получайте 2% кешбэка на каждую покупку! Экономьте с удовольствием."
